text,error,cardiff_label,cardiff_score,lime_cardiff,shap_cardiff
"I agree that Ethan sometimes says some uneducated things but you as an arab have no right to call out anyone else's behaviour. You arabs are light years away from anything resembling civilization or humanity, and are consistently responsible for the worst human rights abuses currently plaguing this earth. If any country deserves to get nuked it's any of the arab ones especially Saudi Arabia because the work would be better off after your excruciating death.",,HATE,0.9954493641853333,"arabs: -0.270, arab: -0.204, nuked: -0.091, death: -0.051, worst: -0.040, anyone: 0.029, abuses: -0.028, get: -0.027, else: 0.024, deserves: -0.023",": -0.002, I : -0.002, agree : 0.008, that : 0.007, Ethan : 0.015, sometimes : 0.008, says : 0.005, some : 0.005, un: 0.006, educated : 0.009, things : 0.011, but : 0.022, you : 0.016, as : 0.016, an : 0.008, ar: -0.011, ab : -0.011, have : -0.003, no : -0.003, right : 0.007, to : 0.007, call : 0.007, out : 0.007, anyone : 0.006, else: 0.006, 's : 0.004, behaviour: 0.004, . : -0.001, You : -0.155, ar: -0.074, abs : -0.213, are : -0.011, light : -0.004, from : 0.005, anything : 0.002, resembling : -0.009, civilization : -0.025, or : -0.002, humanity: -0.066, , : -0.001, and : -0.002, are : -0.003, consistently : -0.003, responsible : -0.004, for : -0.004, the : -0.005, worst : -0.010, human : -0.013, rights : -0.004, abuses : -0.014, currently : -0.005, this : -0.011, earth: -0.015, If : 0.010, any : 0.009, country : -0.013, deserves : -0.025, to : -0.018, get : -0.028, n: -0.033, uked : -0.062, it: -0.011, 's : -0.004, any : 0.005, of : -0.011, the : -0.046, ar: -0.071, ab : -0.037, ones : -0.012, especially : -0.011, Saudi : -0.018, Arabia : -0.018, because : -0.004, the : -0.004, work : -0.003, would : -0.003, be : -0.003, better : -0.003, off : 0.005, after : 0.005, your : -0.014, excruciating : -0.014, death: -0.049, .: -0.013"
"@CNN Like 15 years, taxes, home bills, utilities, my phone 707. Listed.  Fucking niggers beat me with the he Jews. Cohen's gang paid moonlighting law enforcement pi. Put them in jail. I say shoot.",,HATE,0.9894365072250366,"niggers: -0.501, Jews: -0.210, Cohen: 0.101, them: -0.066, Fucking: -0.065, shoot: -0.047, he: 0.042, jail: -0.035, moonlighting: 0.031, me: 0.025",": 0.003, @: 0.003, CNN : 0.006, Like : 0.006, 15 : 0.009, years: 0.011, , : 0.012, taxes: -0.002, , : -0.002, home : 0.003, bills: 0.003, utilities: 0.032, , : 0.007, my : 0.014, phone : 0.016, 7: 0.005, 07: 0.005, . : 0.005, L: 0.012, isted: 0.020,  : -0.002, F: -0.091, ucking : -0.171, nig: -0.312, gers : -0.017, beat : -0.027, me : -0.013, with : 0.014, the : 0.009, he : -0.018, Jews: -0.156, . : 0.008, Cohen: 0.071, 's : 0.072, gang : -0.112, paid : -0.075, moon: 0.004, lighting : 0.004, law : -0.005, enforcement : -0.014, . : -0.010, Put : -0.069, them : -0.082, jail: -0.045, . : 0.002, I : -0.009, say : -0.009, shoot: -0.135, .: 0.042"
Bitchs stay running they mouth LMAO y'all look so stupid,,HATE,0.9819137454032898,"Bitchs: -0.500, stupid: -0.401, mouth: -0.245, y: 0.077, so: 0.075, stay: -0.073, LMAO: 0.070, look: 0.059, they: -0.055, running: -0.051","B: -0.261, itch: -0.586, s : -0.052, stay : -0.021, running : -0.049, they : -0.015, mouth : -0.103, L: 0.021, MA: 0.106, O : 0.109, y: -0.010, ': -0.023, all : -0.074, look : 0.065, so : 0.088, stupid: -0.173"
@user Ok settle down betty friedan some feminazi will blow you for saying This,,HATE,0.995016872882843,"feminazi: -0.942, for: 0.040, friedan: -0.030, This: 0.028, some: 0.023, betty: 0.020, blow: -0.018, Ok: 0.018, saying: -0.015, settle: -0.013","down : 0.001, fried: -0.003, some : 0.002, femin: -0.506, azi : -0.480, will : -0.002, blow : -0.005, you : 0.002, saying : -0.003"
@user Lol. People are retarded. She is one of the greats no doubt and she doesn\u2019t need to come to the U\u2026 @URL,,HATE,0.954444944858551,"retarded: -0.975, greats: 0.009, She: 0.009, People: 0.004, doubt: 0.004, she: 0.004, are: 0.004, u2026: 0.003, come: -0.003, to: -0.003","user : 0.002, Lol: 0.004, . : -0.002, People : 0.005, are : -0.484, retarded: -0.493, . : 0.004, She : 0.008, is : 0.006, one : 0.001, great: 0.008, she : 0.002, u: -0.001, 2019: 0.002, t : -0.003, need : -0.006, to : -0.001, come : -0.013, to : 0.010, the : -0.004, U: -0.002, \: 0.003, u: -0.005, 20: 0.004, 26 : 0.005, @: -0.004, URL: 0.008"
They should have executed the pile a trash rapes and kills women and sends drugs into America no trial just a bullet in the head,,HATE,0.9939780235290527,"America: -0.335, should: -0.235, They: -0.132, trash: -0.129, drugs: -0.117, and: -0.107, no: -0.099, head: -0.088, bullet: -0.086, trial: 0.056","They : -0.008, should : -0.161, have : -0.148, executed : 0.029, the : -0.027, pile : 0.040, a : -0.042, trash : -0.229, rapes : -0.140, and : -0.100, kills : 0.043, women : -0.079, and : 0.058, sends : -0.002, drugs : -0.121, into : -0.017, America : -0.125, no : 0.004, trial : 0.096, just : -0.001, a : 0.013, bullet : 0.026, in : 0.002, the : -0.009, head: -0.087"
it is not set up yet it for donations to my legal fund only i have not even enabled it there no bank account attached yet any more questions nigger lover lover,,HATE,0.9536718130111694,"nigger: -0.935, lover: -0.097, questions: 0.028, it: 0.028, to: 0.025, yet: 0.024, my: 0.023, have: 0.023, enabled: -0.014, donations: -0.013","it : 0.007, is : 0.001, not : 0.004, set : 0.001, up : 0.003, yet : -0.002, donations : 0.002, to : 0.002, my : 0.001, fund : 0.001, only : 0.002, i : 0.002, not : 0.002, enabled : 0.003, it : 0.002, no : 0.002, account : 0.003, attached : 0.005, any : -0.001, more : -0.002, questions : 0.006, n: -0.095, igger : -0.891, lover: -0.001"
some bitches be hella hoes and be proud of that shit 😭,,HATE,0.9751752018928528,"bitches: -0.791, hoes: -0.157, proud: 0.132, shit: -0.103, be: -0.039, and: -0.035, hella: 0.020, of: 0.004, that: 0.001, some: -0.001","some : 0.043, bit: -0.076, ches : -0.572, be : 0.008, hell: 0.107, a : -0.006, h: -0.154, oes : -0.238, and : -0.084, be : -0.001, proud : 0.002, of : -0.001, that : 0.003, shit : -0.008, 😭: 0.007, 😭: 0.002"
But when I put on girl clothes I'm a faggot,,HATE,0.9871728420257568,"faggot: -0.933, girl: -0.022, clothes: -0.020, But: -0.014, when: -0.014, m: 0.014, put: -0.009, on: -0.007, I: 0.005, a: -0.003","But : 0.024, when : -0.085, I : -0.013, put : -0.060, on : -0.046, girl : -0.066, clothes : -0.059, I: 0.007, 'm : 0.004, a : 0.008, f: -0.303, agg: -0.410, ot: 0.015"
the bitches in my mans hood aint about shit 🙄,,HATE,0.981627881526947,"bitches: -0.912, hood: -0.030, shit: -0.024, mans: -0.021, the: 0.020, my: 0.020, about: 0.013, aint: -0.007, in: -0.006","the : 0.010, bit: -0.036, ches : -0.871, in : -0.008, my : -0.012, mans : -0.032, hood : -0.022, a: 0.004, about : 0.035, shit : -0.040, 🙄: -0.002, 🙄: -0.003, 🙄: -0.003"
@gaywonk @YouTube Yo faggot quit whining. Just because someone is mean to you it does int mean that you have the right to destroy their means of living. Go suck a dick,,HATE,0.9937699437141418,"faggot: -0.708, suck: -0.106, dick: -0.070, Go: -0.068, gaywonk: -0.065, YouTube: 0.060, whining: 0.048, someone: 0.039, Yo: 0.025, quit: 0.018","@: 0.014, gay: -0.029, won: -0.008, k : 0.001, @: -0.005, YouTube : 0.021, Yo : -0.011, f: -0.200, agg: -0.418, ot : -0.049, quit : -0.014, whining: 0.065, . : 0.038, Just : -0.008, because : 0.003, someone : 0.014, is : 0.013, mean : 0.003, to : 0.010, you : -0.009, it : 0.007, does : 0.003, int : -0.001, that : 0.004, you : 0.004, have : 0.002, the : 0.005, right : 0.011, to : -0.006, destroy : -0.018, their : -0.023, means : 0.009, of : -0.004, living: 0.011, . : 0.022, Go : -0.010, suck : -0.218, a : -0.101, dick: -0.111"
<user> <user> autistic faggot,,HATE,0.9990838766098022,"faggot: -0.992, autistic: 0.003, user: 0.002","f: -0.252, agg: -0.494, ot: -0.250"
<user> <user> so basically the <number> fates live here and all <number> are retarded porn stars,,HATE,0.9913607239723206,"retarded: -0.976, stars: -0.005, all: -0.003, are: -0.003, here: -0.002, and: 0.002, porn: -0.002, so: 0.002, number: 0.001, live: -0.001","<: 0.001, > : 0.003, basically : 0.012, the : 0.012, <: 0.029, number: 0.043, > : 0.075, f: -0.036, ates : -0.037, live : -0.037, here : -0.030, and : -0.032, > : 0.001, are : -0.257, retarded : -0.728"
"Just seen the tweets. Fuck this miserable, nasty country and, particularly, fuck these dickless, lowlife, thick-as-horseshit, waste-of-skin excuses for men. I hope they die in screaming agony of testicular leprosy. URL",,HATE,0.9948286414146423,"country: -0.077, men: -0.065, Fuck: -0.062, die: -0.057, dickless: -0.049, they: -0.042, nasty: -0.042, URL: 0.039, these: -0.039, miserable: -0.039","Just : 0.040, the : 0.013, tweets: -0.017, . : 0.033, Fuck : -0.065, this : -0.043, miserable: -0.032, , : 0.034, nasty : -0.110, country : -0.090, and: -0.013, , : -0.007, particularly: -0.021, , : -0.021, fuck : -0.069, these : -0.127, dick: -0.015, less: -0.015, , : -0.005, , : -0.008, thick: -0.002, -: -0.002, h: -0.001, ors: -0.001, esh: -0.001, it: -0.001, , : -0.011, waste: -0.007, -: -0.004, of: 0.001, -: 0.001, skin : -0.010, excuses : -0.010, men: -0.011, . : 0.009, I : -0.015, hope : -0.091, they : -0.095, die : -0.046, in : -0.029, screaming : -0.030, agony : 0.003, of : -0.028, test: -0.020, icular : -0.031, le: -0.023, pro: -0.019, sy: -0.030, . : 0.008, URL: 0.048"
All Border patrol agents should be publicly executed by the government for crimes against humanity.,,HATE,0.961337149143219,"executed: -0.468, humanity: -0.227, Border: -0.157, crimes: -0.156, should: -0.146, government: -0.067, for: 0.052, be: -0.049, publicly: 0.044, by: 0.033","All : -0.124, Border : -0.031, patrol : 0.028, agents : -0.062, should : -0.130, be : -0.081, publicly : 0.028, executed : -0.174, by : 0.087, the : 0.027, government : 0.032, for : -0.038, crimes : -0.139, against : -0.088, humanity: -0.330, .: 0.037"
certain degree no i am fully assimilated so you can kiss my american ass bitch worry about your own limey shithole infested by pakis raping your women cuck,,HATE,0.9890680909156799,"cuck: -0.190, shithole: -0.118, raping: -0.090, infested: -0.078, bitch: -0.062, your: -0.050, my: 0.043, american: -0.036, am: 0.036, can: -0.028","certain : 0.036, i : 0.013, am : 0.011, fully : 0.010, assimil: 0.025, ated : 0.024, you : -0.020, can : -0.017, kiss : -0.010, my : 0.065, americ: 0.016, an : 0.014, ass : -0.100, bitch : -0.234, worry : -0.011, about : 0.017, your : -0.035, own : -0.019, lime: 0.048, y : -0.025, sh: -0.073, ith: -0.082, ole : -0.063, inf: -0.040, ested : -0.129, by : -0.003, p: -0.026, akis : 0.003, raping : -0.011, your : -0.010, women : -0.023, c: -0.108, uck: -0.223"
i could imagine this retard walks like this in real life,,HATE,0.9935702085494995,"retard: -0.986, imagine: -0.004, i: 0.003, in: 0.003, this: 0.002, could: -0.002, walks: -0.002, like: -0.001, real: -0.001, life: 0.000","i : 0.002, this : -0.448, retard : -0.544, real : -0.002"
@user Go do some work negro!,,HATE,0.9925833940505981,"negro: -0.993, Go: 0.002, some: 0.000, work: 0.000, do: 0.000, user: -0.000","Go : 0.001, work : -0.211, negro: -0.783"
when i was like <number> i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg 😹 😹 😹,,HATE,0.9859853982925415,"nigger: -0.939, on: -0.055, turd: -0.032, toddler: 0.028, wipe: -0.026, a: -0.020, omg: 0.017, dog: 0.017, so: 0.016, girl: 0.015","when : 0.002, i : 0.001, to : -0.015, wipe : -0.014, a : 0.022, wet : 0.017, dog : -0.011, t: -0.001, urd : -0.001, on : -0.002, little : 0.001, toddler : 0.003, n: -0.087, igger : -0.896, laughed : 0.002"
@user @user What the fuck suicide is male prostitute rubbish chinaman lee hsien loong imagining having\u2026 @URL,,HATE,0.993120551109314,"rubbish: -0.353, male: -0.178, fuck: -0.128, chinaman: -0.127, the: 0.103, prostitute: -0.097, is: 0.097, suicide: -0.080, loong: -0.066, What: -0.052","@: 0.003, user : 0.007, user : 0.046, What : 0.159, the : 0.058, fuck : -0.020, suicide : 0.001, is : 0.024, male : -0.453, prostitute : -0.142, rubbish : -0.166, chin: -0.148, aman : -0.073, le: 0.015, e : -0.031, h: -0.029, s: -0.016, ien : 0.040, lo: 0.075, ong : -0.251, imagining : -0.043, having: -0.029, \: 0.023, u: -0.041, 20: -0.016, 26 : -0.084, @: -0.040, URL: 0.151"
fuck you dumb ass ugly ass bitch,,HATE,0.9946272969245911,"bitch: -0.213, ugly: -0.166, dumb: -0.142, ass: -0.139, fuck: -0.068, you: -0.005","fuck : -0.094, you : -0.103, dumb : -0.299, ass : -0.119, ugly : -0.121, ass : -0.120, bitch: -0.136"
I would gladly abuse every one of your slut holes.,,HATE,0.9934452772140503,"your: -0.554, slut: -0.377, abuse: -0.186, I: -0.065, of: -0.054, one: -0.052, every: -0.023, would: -0.018, holes: 0.007, gladly: -0.007","I : 0.014, would : -0.020, gladly : -0.019, abuse : -0.015, every : -0.007, of : -0.018, your : 0.009, slut : -0.793, holes: -0.157, .: 0.015"
you cannot be reasonable with 3 rd world retards their low iq and their training as perpetual victims predisposes them to violence we are killing ourselves trying to be kind and reasonable with retarded animals,,HATE,0.9898545145988464,"retarded: -0.503, retards: -0.317, predisposes: 0.053, world: 0.046, their: 0.045, killing: -0.042, and: 0.028, ourselves: 0.027, are: 0.027, rd: -0.026","you : -0.054, cannot : -0.055, be : -0.010, reasonable : 0.027, with : -0.015, 3 : 0.079, r: -0.008, d : -0.010, world : 0.052, ret: -0.244, ards : -0.244, their : -0.063, low : 0.058, q : 0.001, and : 0.001, their : -0.050, training : 0.078, as : -0.043, perpetual : -0.027, victims : 0.020, predis: -0.012, poses : 0.020, them : -0.059, to : -0.023, violence : 0.069, we : -0.016, are : -0.032, killing : -0.097, ourselves : 0.027, trying : 0.018, to : 0.021, be : 0.017, kind : 0.007, and : 0.010, reasonable : -0.010, with : -0.052, retarded : -0.245, animals: -0.116"
@Huzaifa78438984 @Swamy39 Yes. So educated they join ISIS.,,HATE,0.9926124811172485,"ISIS: -0.712, So: 0.197, they: -0.141, Huzaifa78438984: -0.128, Swamy39: -0.056, educated: -0.054, Yes: 0.037, join: -0.037","@: 0.016, Hu: -0.094, za: 0.041, ifa: 0.017, 784: 0.003, 38: -0.005, 98: 0.007, 4 : 0.009, @: -0.008, amy: -0.005, Yes: -0.004, . : 0.015, So : 0.026, educated : -0.027, they : -0.248, join : -0.126, ISIS: -0.602, .: -0.003"
"You say fuck 12 then slide some white supremacist cops peen in ur mouth, like a good blk feminist. Stfu",,HATE,0.985237181186676,"feminist: -0.406, Stfu: -0.118, fuck: -0.070, You: 0.056, some: 0.052, blk: -0.051, cops: -0.050, supremacist: -0.040, peen: -0.039, mouth: -0.037","You : 0.146, say : 0.056, fuck : -0.141, 12 : 0.032, then : 0.057, slide : 0.018, some : 0.051, white : -0.040, supremacist : 0.053, cops : -0.124, pe: -0.008, en : -0.019, in : 0.044, ur : -0.035, mouth: -0.115, , : -0.004, like : 0.020, a : 0.028, good : -0.002, bl: -0.022, k : -0.034, feminist: -0.674, . : 0.025, St: -0.148, fu: -0.141"
Harlem shake is just an excuse to go full retard for 30 seconds.,,HATE,0.9925957322120667,"retard: -0.983, excuse: -0.010, full: -0.010, Harlem: 0.008, shake: 0.005, is: 0.005, for: 0.005, seconds: 0.004, an: -0.002, go: -0.002","shake : 0.003, is : 0.001, an : -0.002, excuse : 0.002, to : -0.001, go : 0.003, full : -0.482, retard : -0.511, for : 0.004, 30 : 0.004, seconds: -0.003, .: -0.005"
"Are you done whoring for attention? Scurry off back to fem""""cels"""" to circlejerk about not getting attention from top-tier men and leave actually lonely people alone.",,HATE,0.9874875545501709,"cels: -0.580, fem: -0.309, to: 0.157, leave: -0.118, Scurry: -0.100, back: -0.079, people: 0.056, and: -0.055, off: -0.042, done: -0.042","Are : 0.043, you : 0.040, done : -0.036, wh: -0.001, oring : 0.018, for : -0.005, attention: -0.033, ? : -0.020, urry : 0.008, off : -0.047, back : -0.029, to : 0.054, fem: -0.448, """": -0.042, cel: -0.437, s: -0.051, """" : -0.017, circle: 0.011, j: 0.025, erk : -0.007"
"Further proof that kikes are the spawn of satan, look at this specimen. URL",,HATE,0.9910637140274048,"kikes: -0.468, satan: -0.278, spawn: -0.170, URL: 0.119, Further: -0.050, of: -0.028, proof: -0.027, are: -0.023, specimen: 0.010, this: 0.005","Further : 0.003, proof : -0.032, that : -0.209, k: -0.098, ikes : -0.083, are : -0.029, the : -0.028, spawn : -0.136, of : -0.170, sat: -0.103, an: -0.109, , : 0.005, look : 0.001, this : 0.003, specimen: -0.002, URL: 0.002"
i blocked her earlier for that tweet she clearly was drinking retarded juice.,,HATE,0.9916919469833374,"retarded: -0.967, blocked: -0.025, i: 0.016, tweet: -0.014, for: 0.011, juice: 0.009, drinking: 0.009, her: -0.007, was: 0.007, that: 0.006","i : 0.018, blocked : -0.009, her : -0.009, earlier : 0.002, for : 0.005, tweet : -0.002, she : -0.025, clearly : -0.077, was : 0.032, drinking : -0.385, retarded : -0.639, juice: 0.023, .: 0.079"
"If I wanted my cum back, I'd wipe it off your mother's chin",,HATE,0.9942004680633545,"your: -0.340, cum: -0.272, chin: -0.221, mother: -0.216, off: -0.122, wipe: -0.115, wanted: -0.082, I: -0.075, If: -0.065, s: -0.031","If : -0.077, I : -0.042, wanted : -0.025, my : 0.019, cum : -0.192, , : 0.016, I: -0.035, 'd : -0.017, wipe : -0.076, it : 0.123, off : -0.052, your : -0.290, mother: -0.226, 's : 0.072, chin: -0.189"
<user> i wonder how all the victims of islamic terrorisms would feel knowing that there a camel jockey in the government,,HATE,0.9738768339157104,"islamic: -0.672, camel: -0.200, government: -0.121, victims: -0.093, jockey: -0.069, of: 0.058, in: -0.055, all: -0.033, a: 0.031, there: 0.025","<: 0.030, user: -0.026, > : 0.064, i : 0.007, wonder : 0.036, how : 0.038, all : -0.030, the : -0.083, victims : -0.042, of : -0.043, is: -0.114, lam: -0.467, ic : -0.011, terror: -0.257, isms : 0.101, would : 0.042, feel : -0.019, knowing : 0.039, that : 0.003, there : 0.021, a : -0.014, camel : -0.118, j: -0.042, ockey : 0.082, in : -0.065, the : 0.004, government: -0.102"
@bread_maker7 Fucking dumb bitch,,HATE,0.9959344863891602,"dumb: -0.521, bitch: -0.476, Fucking: -0.312, bread_maker7: -0.172","@: -0.115, bread: 0.115, _: 0.001, maker: 0.006, F: -0.004, ucking : -0.008, dumb : -0.463, bitch: -0.527"
says mehhir as he sucks off a spic larping as a white boy,,HATE,0.9931132197380066,"spic: -0.846, a: 0.103, sucks: -0.063, he: 0.052, says: -0.044, white: -0.043, as: 0.043, larping: -0.017, mehhir: 0.012, off: 0.011","s: -0.002, ays : -0.002, me: 0.001, as : 0.002, he : 0.002, sucks : -0.012, off : 0.003, sp: -0.487, ic : -0.494, l: -0.001, arp: 0.002, ing : -0.005, as : -0.002, a : 0.007, white : -0.007, boy: 0.005"
<user> you ’ re nazi omg that you ’ re a moron,,HATE,0.9919896721839905,"moron: -0.362, nazi: -0.329, re: -0.060, you: -0.048, omg: -0.031, a: -0.021, that: -0.018, user: -0.001","<: -0.002, user: -0.002, > : -0.002, you : -0.003, ’: -0.002, ’ : -0.003, n: -0.031, azi : -0.476, o: -0.009, mg : 0.009, that : -0.012, you : 0.017, ’: -0.023, ’ : -0.023, re : -0.031, a : -0.041, mor: -0.207, on: -0.147"
@user @user Bloody Psychopath give resign and go back to your country (Pakistan),,HATE,0.9887093901634216,"country: -0.265, back: -0.177, Pakistan: -0.152, Psychopath: -0.121, resign: -0.120, go: -0.112, your: -0.107, Bloody: -0.099, to: -0.080, and: -0.064","@: -0.011, user : 0.037, @: 0.020, user : 0.033, Bloody : -0.036, Psych: 0.071, opath : -0.161, give : -0.048, resign : -0.052, and : 0.002, go : -0.164, back : -0.209, to : -0.007, your : -0.045, country : -0.221, (: -0.052, Pakistan: -0.146, ): 0.004"
one of you faggot fuckers should be over there serving Alpha Jake Deckard and not letting that superior cum go to waste... URL,,HATE,0.995997428894043,"faggot: -0.954, fuckers: -0.018, should: -0.013, URL: 0.012, Deckard: 0.010, letting: 0.010, Jake: 0.009, serving: -0.008, of: -0.008, cum: -0.008","one : -0.010, of : 0.029, you : 0.043, f: -0.178, agg: -0.448, ot : -0.038, fuck: -0.170, ers : -0.153, should : -0.072, be : 0.007, over : 0.002, there : -0.001, serving : -0.002, Jake : 0.004, not : 0.003, that : -0.020, superior : 0.019, cum : -0.023, go : -0.008, to : -0.011, waste: -0.019, ... : -0.003, URL: 0.062"
"""Earlier they all laughed, those jews. They thought it was a joke. But, now they don't laugh anymore."" - Adolf Hitler",,HATE,0.9925855994224548,"jews: -0.858, joke: -0.032, don: 0.028, Adolf: 0.025, laughed: 0.024, those: -0.024, Hitler: -0.024, Earlier: -0.017, They: -0.010, But: 0.010","Earlier : 0.001, they : -0.001, laughed: 0.001, those : -0.492, jew: -0.485, They : -0.003, thought : 0.004, joke: -0.005, . : -0.001, But: -0.004, , : 0.002, now : 0.005, they : -0.013, 't : 0.006, laugh : 0.013, anymore: -0.004, ."" : 0.037, - : 0.035, Adolf : 0.067, Hitler: -0.148"
@user Laughed at how retarded this man is.,,HATE,0.9608147144317627,"retarded: -0.981, this: 0.007, is: 0.006, man: 0.006, how: 0.004, user: -0.004, Laughed: 0.003, at: -0.002","@: 0.002, L: 0.002, aughed : 0.005, how : -0.482, retarded : -0.527, this : 0.039, man : 0.012, is: -0.003, .: -0.006"
